"Police.Service","Period","Total.Cases","Firearm.Injuries","Firearm.Deaths","Custody.Injuries","Custody.Deaths","Vehicle.Injuries","Vehicle.Deaths","Sexual.Assault.Complaints","Other","Year","muniName","Population.2006","Population.2011","Pop.density"
"OPP Grenville County Detachment (Kemptville)","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Kemptville",NA,"3,532","1,099.5"
"OPP Grenville County Detachment (Kemptville)","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Kemptville",NA,"3,532","1,099.5"
"OPP Grenville County Detachment (Kemptville)","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Kemptville",NA,"3,532","1,099.5"
"OPP Grenville County Detachment (Kemptville)","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Kemptville",NA,"3,532","1,099.5"
"OPP Grenville County Detachment (Kemptville)","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Kemptville",NA,"3,532","1,099.5"
"OPP Grenville County Detachment (Kemptville)","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Kemptville",NA,"3,532","1,099.5"
"OPP Grenville County Detachment (Prescott)","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Prescott","4,180","4,284","865.3"
"OPP Grenville County Detachment (Prescott)","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Prescott","4,180","4,284","865.3"
"OPP Grenville County Detachment (Prescott)","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Prescott","4,180","4,284","865.3"
"OPP Grenville County Detachment (Prescott)","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Prescott","4,180","4,284","865.3"
"OPP Grenville County Detachment (Prescott)","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Prescott","4,180","4,284","865.3"
"OPP Grenville County Detachment (Prescott)","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Prescott","4,180","4,284","865.3"
"OPP Grenville County Detachment (Prescott)","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Prescott","4,180","4,284","865.3"
"OPP Grenville County Detachment (Prescott)","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Prescott","4,180","4,284","865.3"
"OPP Grenville County Detachment (Prescott)","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Prescott","4,180","4,284","865.3"
"OPP Grey Detachment","2013-2014",1,NA,NA,1,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
"OPP Grey Detachment","2012-2013",2,NA,1,1,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
"OPP Grey Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
"OPP Grey Detachment","2010-2011",2,1,1,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP Grey Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
"OPP Grey Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP Grey Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP Grey Detachment","2006-2007",1,NA,NA,NA,NA,1,NA,NA,NA,2007,NA,NA,NA,NA
"OPP Grey Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
"OPP Haldimand and Norfolk Detachments","2013-2014",1,NA,NA,NA,NA,1,NA,NA,NA,2014,NA,NA,NA,NA
"OPP Haldimand and Norfolk Detachments","2012-2013",4,NA,NA,1,1,1,NA,1,NA,2013,NA,NA,NA,NA
"OPP Haldimand and Norfolk Detachments","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
"OPP Haldimand and Norfolk Detachments","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP Haldimand and Norfolk Detachments","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
"OPP Haldimand and Norfolk Detachments","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP Haldimand and Norfolk Detachments","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP Haldimand and Norfolk Detachments","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
"OPP Haldimand and Norfolk Detachments","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
"OPP Haldimand County Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Haldimand County","45,212","44,876","35.9"
"OPP Haldimand County Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Haldimand County","45,212","44,876","35.9"
"OPP Haldimand County Detachment","2011-2012",1,NA,NA,NA,NA,NA,1,NA,NA,2012,"Haldimand County","45,212","44,876","35.9"
"OPP Haldimand County Detachment","2010-2011",3,NA,NA,1,NA,1,NA,1,NA,2011,"Haldimand County","45,212","44,876","35.9"
"OPP Haldimand County Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Haldimand County","45,212","44,876","35.9"
"OPP Haldimand County Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Haldimand County","45,212","44,876","35.9"
"OPP Haldimand County Detachment","2007-2008",1,NA,NA,1,NA,NA,NA,NA,NA,2008,"Haldimand County","45,212","44,876","35.9"
"OPP Haldimand County Detachment","2006-2007",1,NA,NA,NA,NA,NA,NA,1,NA,2007,"Haldimand County","45,212","44,876","35.9"
"OPP Haldimand County Detachment","2005-2006",2,NA,NA,1,NA,1,NA,NA,NA,2006,"Haldimand County","45,212","44,876","35.9"
"OPP Haliburton Highlands Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Haliburton County",NA,"17,026","4.2"
"OPP Haliburton Highlands Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Haliburton County",NA,"17,026","4.2"
"OPP Haliburton Highlands Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Haliburton County",NA,"17,026","4.2"
"OPP Haliburton Highlands Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Haliburton County",NA,"17,026","4.2"
"OPP Haliburton Highlands Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Haliburton County",NA,"17,026","4.2"
"OPP Haliburton Highlands Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Haliburton County",NA,"17,026","4.2"
"OPP Haliburton Highlands Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Haliburton County",NA,"17,026","4.2"
"OPP Haliburton Highlands Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Haliburton County",NA,"17,026","4.2"
"OPP Haliburton Highlands Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Haliburton County",NA,"17,026","4.2"
"OPP Hamilton Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Hamilton","504,559","519,949","465.4"
"OPP Hamilton Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Hamilton","504,559","519,949","465.4"
"OPP Hamilton Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Hamilton","504,559","519,949","465.4"
"OPP Hamilton Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Hamilton","504,559","519,949","465.4"
"OPP Hamilton Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Hamilton","504,559","519,949","465.4"
"OPP Hamilton Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Hamilton","504,559","519,949","465.4"
"OPP Hamilton Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Hamilton","504,559","519,949","465.4"
"OPP Hamilton Detachment","2006-2007",1,NA,NA,1,NA,NA,NA,NA,NA,2007,"Hamilton","504,559","519,949","465.4"
"OPP Hamilton Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Hamilton","504,559","519,949","465.4"
"OPP Hawkesbury Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Hawkesbury","10,869","10,551","1,115.6"
"OPP Hawkesbury Detachment","2012-2013",2,NA,NA,2,NA,NA,NA,NA,NA,2013,"Hawkesbury","10,869","10,551","1,115.6"
"OPP Hawkesbury Detachment","2011-2012",2,NA,NA,2,NA,NA,NA,NA,NA,2012,"Hawkesbury","10,869","10,551","1,115.6"
"OPP Hawkesbury Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Hawkesbury","10,869","10,551","1,115.6"
"OPP Hawkesbury Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Hawkesbury","10,869","10,551","1,115.6"
"OPP Hawkesbury Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Hawkesbury","10,869","10,551","1,115.6"
"OPP Hawkesbury Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Hawkesbury","10,869","10,551","1,115.6"
"OPP Hawkesbury Detachment","2006-2007",2,NA,NA,NA,NA,NA,NA,2,NA,2007,"Hawkesbury","10,869","10,551","1,115.6"
"OPP Hawkesbury Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Hawkesbury","10,869","10,551","1,115.6"
"OPP Hearst Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Hearst","5,620","5,090","51.6"
"OPP Hearst Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Hearst","5,620","5,090","51.6"
"OPP Hearst Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Hearst","5,620","5,090","51.6"
"OPP Hearst Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Hearst","5,620","5,090","51.6"
"OPP Hearst Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Hearst","5,620","5,090","51.6"
"OPP Hearst Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Hearst","5,620","5,090","51.6"
"OPP Hearst Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Hearst","5,620","5,090","51.6"
"OPP Hearst Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Hearst","5,620","5,090","51.6"
"OPP Hearst Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Hearst","5,620","5,090","51.6"
"OPP HSD Cambridge Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Cambridge","120,371","126,748","1,121.7"
"OPP HSD Cambridge Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Cambridge","120,371","126,748","1,121.7"
"OPP HSD Cambridge Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Cambridge","120,371","126,748","1,121.7"
"OPP HSD Cambridge Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Cambridge","120,371","126,748","1,121.7"
"OPP HSD Cambridge Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Cambridge","120,371","126,748","1,121.7"
"OPP HSD Cambridge Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Cambridge","120,371","126,748","1,121.7"
"OPP HSD Cambridge Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Cambridge","120,371","126,748","1,121.7"
"OPP HSD Cambridge Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Cambridge","120,371","126,748","1,121.7"
"OPP HSD Cambridge Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Cambridge","120,371","126,748","1,121.7"
"OPP HSD Toronto Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - East Collision Reporting Centre","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - East Collision Reporting Centre","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - East Collision Reporting Centre","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - East Collision Reporting Centre","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - East Collision Reporting Centre","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - East Collision Reporting Centre","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - East Collision Reporting Centre","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - East Collision Reporting Centre","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - East Collision Reporting Centre","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - North Collision Reporting Centre","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - North Collision Reporting Centre","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - North Collision Reporting Centre","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - North Collision Reporting Centre","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - North Collision Reporting Centre","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - North Collision Reporting Centre","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - North Collision Reporting Centre","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - North Collision Reporting Centre","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - North Collision Reporting Centre","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - West Collision Reporting Centre","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - West Collision Reporting Centre","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - West Collision Reporting Centre","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - West Collision Reporting Centre","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - West Collision Reporting Centre","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - West Collision Reporting Centre","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - West Collision Reporting Centre","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - West Collision Reporting Centre","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP HSD Toronto Detachment - West Collision Reporting Centre","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP Huntsville Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Huntsville","18,280","19,056","26.8"
"OPP Huntsville Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Huntsville","18,280","19,056","26.8"
"OPP Huntsville Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Huntsville","18,280","19,056","26.8"
"OPP Huntsville Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Huntsville","18,280","19,056","26.8"
"OPP Huntsville Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Huntsville","18,280","19,056","26.8"
"OPP Huntsville Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Huntsville","18,280","19,056","26.8"
"OPP Huntsville Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Huntsville","18,280","19,056","26.8"
"OPP Huntsville Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Huntsville","18,280","19,056","26.8"
"OPP Huntsville Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Huntsville","18,280","19,056","26.8"
"OPP Huron Detachment","2013-2014",2,NA,NA,1,NA,1,NA,NA,NA,2014,"Huron County",NA,"59,100","17.4"
"OPP Huron Detachment","2012-2013",2,NA,NA,2,NA,NA,NA,NA,NA,2013,"Huron County",NA,"59,100","17.4"
"OPP Huron Detachment","2011-2012",1,NA,NA,NA,NA,NA,NA,1,NA,2012,"Huron County",NA,"59,100","17.4"
"OPP Huron Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Huron County",NA,"59,100","17.4"
"OPP Huron Detachment","2009-2010",1,NA,1,NA,NA,NA,NA,NA,NA,2010,"Huron County",NA,"59,100","17.4"
"OPP Huron Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Huron County",NA,"59,100","17.4"
"OPP Huron Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Huron County",NA,"59,100","17.4"
"OPP Huron Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Huron County",NA,"59,100","17.4"
"OPP Huron Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Huron County",NA,"59,100","17.4"
"OPP Huronia West Detachment","2013-2014",1,NA,NA,NA,NA,1,NA,NA,NA,2014,"Huron County",NA,"59,100","17.4"
"OPP Huronia West Detachment","2012-2013",3,NA,NA,2,NA,1,NA,NA,NA,2013,"Huron County",NA,"59,100","17.4"
"OPP Huronia West Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Huron County",NA,"59,100","17.4"
"OPP Huronia West Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Huron County",NA,"59,100","17.4"
"OPP Huronia West Detachment","2009-2010",4,NA,1,1,NA,2,NA,NA,NA,2010,"Huron County",NA,"59,100","17.4"
"OPP Huronia West Detachment","2008-2009",1,NA,NA,1,NA,NA,NA,NA,NA,2009,"Huron County",NA,"59,100","17.4"
"OPP Huronia West Detachment","2007-2008",1,NA,NA,NA,NA,NA,NA,1,NA,2008,"Huron County",NA,"59,100","17.4"
"OPP Huronia West Detachment","2006-2007",2,1,NA,1,NA,NA,NA,NA,NA,2007,"Huron County",NA,"59,100","17.4"
"OPP Huronia West Detachment","2005-2006",1,NA,NA,NA,NA,NA,NA,1,NA,2006,"Huron County",NA,"59,100","17.4"
"OPP Ignace Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Ignace",NA,"1,202","16.5"
"OPP Ignace Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Ignace",NA,"1,202","16.5"
"OPP Ignace Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Ignace",NA,"1,202","16.5"
"OPP Ignace Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Ignace",NA,"1,202","16.5"
"OPP Ignace Detachment","2009-2010",1,NA,NA,NA,NA,NA,NA,1,NA,2010,"Ignace",NA,"1,202","16.5"
"OPP Ignace Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Ignace",NA,"1,202","16.5"
"OPP Ignace Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Ignace",NA,"1,202","16.5"
"OPP Ignace Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Ignace",NA,"1,202","16.5"
"OPP Ignace Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Ignace",NA,"1,202","16.5"
"OPP Iroquois Falls Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Iroquois Falls","4,729","4,595","7.7"
"OPP Iroquois Falls Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Iroquois Falls","4,729","4,595","7.7"
"OPP Iroquois Falls Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Iroquois Falls","4,729","4,595","7.7"
"OPP Iroquois Falls Detachment","2010-2011",1,NA,NA,1,NA,NA,NA,NA,NA,2011,"Iroquois Falls","4,729","4,595","7.7"
"OPP Iroquois Falls Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Iroquois Falls","4,729","4,595","7.7"
"OPP Iroquois Falls Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Iroquois Falls","4,729","4,595","7.7"
"OPP Iroquois Falls Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Iroquois Falls","4,729","4,595","7.7"
"OPP Iroquois Falls Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Iroquois Falls","4,729","4,595","7.7"
"OPP Iroquois Falls Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Iroquois Falls","4,729","4,595","7.7"
"OPP Kaladar Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Kaladar",NA,NA,NA
"OPP Kaladar Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Kaladar",NA,NA,NA
"OPP Kaladar Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Kaladar",NA,NA,NA
"OPP Kaladar Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Kaladar",NA,NA,NA
"OPP Kaladar Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Kaladar",NA,NA,NA
"OPP Kaladar Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Kaladar",NA,NA,NA
"OPP Kaladar Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Kaladar",NA,NA,NA
"OPP Kaladar Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Kaladar",NA,NA,NA
"OPP Kaladar Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Kaladar",NA,NA,NA
"OPP Kapuskasing Detachment","2013-2014",1,NA,NA,1,NA,NA,NA,NA,NA,2014,"Kapuskasing","8,509","8,196","97.4"
"OPP Kapuskasing Detachment","2012-2013",1,NA,NA,1,NA,NA,NA,NA,NA,2013,"Kapuskasing","8,509","8,196","97.4"
"OPP Kapuskasing Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Kapuskasing","8,509","8,196","97.4"
"OPP Kapuskasing Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Kapuskasing","8,509","8,196","97.4"
"OPP Kapuskasing Detachment","2009-2010",1,NA,NA,NA,NA,NA,NA,1,NA,2010,"Kapuskasing","8,509","8,196","97.4"
"OPP Kapuskasing Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Kapuskasing","8,509","8,196","97.4"
"OPP Kapuskasing Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Kapuskasing","8,509","8,196","97.4"
"OPP Kapuskasing Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Kapuskasing","8,509","8,196","97.4"
"OPP Kapuskasing Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Kapuskasing","8,509","8,196","97.4"
"OPP Kemptville Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Kemptville",NA,"3,532","1,099.5"
"OPP Kemptville Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Kemptville",NA,"3,532","1,099.5"
"OPP Kemptville Detachment","2011-2012",1,NA,NA,1,NA,NA,NA,NA,NA,2012,"Kemptville",NA,"3,532","1,099.5"
"OPP Kemptville Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Kemptville",NA,"3,532","1,099.5"
"OPP Kemptville Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Kemptville",NA,"3,532","1,099.5"
