"Police.Service","Period","Total.Cases","Firearm.Injuries","Firearm.Deaths","Custody.Injuries","Custody.Deaths","Vehicle.Injuries","Vehicle.Deaths","Sexual.Assault.Complaints","Other","Year","muniName","Population.2006","Population.2011","Pop.density"
"OPP The City of Kawartha Lakes Detachment (Coboconk)","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Kawartha Lakes","74,561","73,214","23.7"
"OPP The City of Kawartha Lakes Detachment (Coboconk)","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Kawartha Lakes","74,561","73,214","23.7"
"OPP The City of Kawartha Lakes Detachment (Coboconk)","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Kawartha Lakes","74,561","73,214","23.7"
"OPP Thousand Islands Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
"OPP Thousand Islands Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
"OPP Thousand Islands Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
"OPP Thousand Islands Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP Thousand Islands Detachment","2009-2010",1,NA,NA,NA,NA,1,NA,NA,NA,2010,NA,NA,NA,NA
"OPP Thousand Islands Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP Thousand Islands Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP Thousand Islands Detachment","2006-2007",1,NA,NA,NA,NA,NA,NA,1,NA,2007,NA,NA,NA,NA
"OPP Thousand Islands Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
"OPP Thunder Bay Detachment","2013-2014",1,NA,NA,NA,NA,NA,NA,1,NA,2014,"Thunder Bay","109,160","108,359","330.1"
"OPP Thunder Bay Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Thunder Bay","109,160","108,359","330.1"
"OPP Thunder Bay Detachment","2011-2012",1,NA,NA,NA,1,NA,NA,NA,NA,2012,"Thunder Bay","109,160","108,359","330.1"
"OPP Thunder Bay Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Thunder Bay","109,160","108,359","330.1"
"OPP Thunder Bay Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Thunder Bay","109,160","108,359","330.1"
"OPP Thunder Bay Detachment","2008-2009",1,NA,NA,NA,NA,NA,1,NA,NA,2009,"Thunder Bay","109,160","108,359","330.1"
"OPP Thunder Bay Detachment","2007-2008",1,NA,NA,NA,NA,NA,1,NA,NA,2008,"Thunder Bay","109,160","108,359","330.1"
"OPP Thunder Bay Detachment","2006-2007",1,NA,NA,NA,1,NA,NA,NA,NA,2007,"Thunder Bay","109,160","108,359","330.1"
"OPP Thunder Bay Detachment","2005-2006",2,NA,NA,1,NA,NA,NA,1,NA,2006,"Thunder Bay","109,160","108,359","330.1"
"OPP Tobermory Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
"OPP Tobermory Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
"OPP Tobermory Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
"OPP Tobermory Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP Tobermory Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
"OPP Tobermory Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP Tobermory Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP Tobermory Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
"OPP Tobermory Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
"OPP Toronto Detachment","2013-2014",1,NA,NA,NA,NA,1,NA,NA,NA,2014,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP Toronto Detachment","2012-2013",2,NA,NA,1,NA,NA,NA,1,NA,2013,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP Toronto Detachment","2011-2012",1,NA,NA,1,NA,NA,NA,NA,NA,2012,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP Toronto Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP Toronto Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP Toronto Detachment","2008-2009",1,NA,NA,NA,1,NA,NA,NA,NA,2009,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP Toronto Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP Toronto Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP Toronto Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Toronto","2,503,281","2,615,060","4,149.5"
"OPP Town of Blue Mountains Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
"OPP Town of Blue Mountains Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
"OPP Town of Blue Mountains Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
"OPP Town of Blue Mountains Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP Town of Blue Mountains Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
"OPP Town of Blue Mountains Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP Town of Blue Mountains Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP Town of Blue Mountains Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
"OPP Town of Blue Mountains Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
"OPP Upper Ottawa Valley Detachment","2013-2014",1,NA,NA,1,NA,NA,NA,NA,NA,2014,"Ottawa","812,129","883,391","316.6"
"OPP Upper Ottawa Valley Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Ottawa","812,129","883,391","316.6"
"OPP Upper Ottawa Valley Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Ottawa","812,129","883,391","316.6"
"OPP Upper Ottawa Valley Detachment","2010-2011",1,NA,NA,NA,NA,NA,NA,1,NA,2011,"Ottawa","812,129","883,391","316.6"
"OPP Upper Ottawa Valley Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Ottawa","812,129","883,391","316.6"
"OPP Upper Ottawa Valley Detachment","2008-2009",1,NA,NA,1,NA,NA,NA,NA,NA,2009,"Ottawa","812,129","883,391","316.6"
"OPP Upper Ottawa Valley Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Ottawa","812,129","883,391","316.6"
"OPP Upper Ottawa Valley Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Ottawa","812,129","883,391","316.6"
"OPP Upper Ottawa Valley Detachment","2005-2006",1,1,NA,NA,NA,NA,NA,NA,NA,2006,"Ottawa","812,129","883,391","316.6"
"OPP Upsala Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Upsala",NA,NA,NA
"OPP Upsala Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Upsala",NA,NA,NA
"OPP Upsala Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Upsala",NA,NA,NA
"OPP Upsala Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Upsala",NA,NA,NA
"OPP Upsala Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Upsala",NA,NA,NA
"OPP Upsala Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Upsala",NA,NA,NA
"OPP Upsala Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Upsala",NA,NA,NA
"OPP Upsala Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Upsala",NA,NA,NA
"OPP Upsala Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Upsala",NA,NA,NA
"OPP Walkerton Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Walkerton, Ontario",NA,"4,967",""
"OPP Walkerton Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Walkerton, Ontario",NA,"4,967",""
"OPP Walkerton Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Walkerton, Ontario",NA,"4,967",""
"OPP Walkerton Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Walkerton, Ontario",NA,"4,967",""
"OPP Walkerton Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Walkerton, Ontario",NA,"4,967",""
"OPP Walkerton Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Walkerton, Ontario",NA,"4,967",""
"OPP Walkerton Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Walkerton, Ontario",NA,"4,967",""
"OPP Walkerton Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Walkerton, Ontario",NA,"4,967",""
"OPP Walkerton Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Walkerton, Ontario",NA,"4,967",""
"OPP Warren Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Markstay-Warren",NA,"2,297","4.5"
"OPP Warren Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Markstay-Warren",NA,"2,297","4.5"
"OPP Warren Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Markstay-Warren",NA,"2,297","4.5"
"OPP Warren Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Markstay-Warren",NA,"2,297","4.5"
"OPP Warren Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Markstay-Warren",NA,"2,297","4.5"
"OPP Warren Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Markstay-Warren",NA,"2,297","4.5"
"OPP Warren Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Markstay-Warren",NA,"2,297","4.5"
"OPP Warren Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Markstay-Warren",NA,"2,297","4.5"
"OPP Warren Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Markstay-Warren",NA,"2,297","4.5"
"OPP Wawa Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Wawa",NA,"2,975","7.1"
"OPP Wawa Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Wawa",NA,"2,975","7.1"
"OPP Wawa Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Wawa",NA,"2,975","7.1"
"OPP Wawa Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Wawa",NA,"2,975","7.1"
"OPP Wawa Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Wawa",NA,"2,975","7.1"
"OPP Wawa Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Wawa",NA,"2,975","7.1"
"OPP Wawa Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Wawa",NA,"2,975","7.1"
"OPP Wawa Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Wawa",NA,"2,975","7.1"
"OPP Wawa Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Wawa",NA,"2,975","7.1"
"OPP Wellington Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
"OPP Wellington Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
"OPP Wellington Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
"OPP Wellington Detachment","2010-2011",2,1,NA,NA,1,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP Wellington Detachment","2009-2010",1,NA,NA,NA,NA,NA,1,NA,NA,2010,NA,NA,NA,NA
"OPP Wellington Detachment","2008-2009",1,NA,NA,NA,NA,NA,NA,1,NA,2009,NA,NA,NA,NA
"OPP Wellington Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP Wellington Detachment","2006-2007",2,NA,NA,1,NA,1,NA,NA,NA,2007,NA,NA,NA,NA
"OPP Wellington Detachment","2005-2006",1,NA,NA,NA,NA,NA,NA,1,NA,2006,NA,NA,NA,NA
"OPP Wellington Detachment (Fergus)","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Fergus",NA,"19,126","1,268.4"
"OPP Wellington Detachment (Fergus)","2012-2013",1,NA,NA,1,NA,NA,NA,NA,NA,2013,"Fergus",NA,"19,126","1,268.4"
"OPP Wellington Detachment (Fergus)","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Fergus",NA,"19,126","1,268.4"
"OPP Wellington Detachment (Fergus)","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Fergus",NA,"19,126","1,268.4"
"OPP Wellington Detachment (Fergus)","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Fergus",NA,"19,126","1,268.4"
"OPP Wellington Detachment (Fergus)","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Fergus",NA,"19,126","1,268.4"
"OPP Wellington Detachment (Fergus)","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Fergus",NA,"19,126","1,268.4"
"OPP Wellington Detachment (Fergus)","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Fergus",NA,"19,126","1,268.4"
"OPP Wellington Detachment (Fergus)","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Fergus",NA,"19,126","1,268.4"
"OPP Wellington Detachment (Mount Forest)","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Mount Forest",NA,NA,NA
"OPP Wellington Detachment (Mount Forest)","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Mount Forest",NA,NA,NA
"OPP Wellington Detachment (Mount Forest)","2011-2012",1,NA,NA,NA,NA,NA,1,NA,NA,2012,"Mount Forest",NA,NA,NA
"OPP Wellington Detachment (Mount Forest)","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Mount Forest",NA,NA,NA
"OPP Wellington Detachment (Mount Forest)","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Mount Forest",NA,NA,NA
"OPP Wellington Detachment (Mount Forest)","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Mount Forest",NA,NA,NA
"OPP Wellington Detachment (Mount Forest)","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Mount Forest",NA,NA,NA
"OPP Wellington Detachment (Mount Forest)","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Mount Forest",NA,NA,NA
"OPP Wellington Detachment (Mount Forest)","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Mount Forest",NA,NA,NA
"OPP Wellington Detachment (Palmerston)","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Palmerston",NA,"2,657","868.3"
"OPP Wellington Detachment (Palmerston)","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Palmerston",NA,"2,657","868.3"
"OPP Wellington Detachment (Palmerston)","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Palmerston",NA,"2,657","868.3"
"OPP Wellington Detachment (Palmerston)","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Palmerston",NA,"2,657","868.3"
"OPP Wellington Detachment (Palmerston)","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Palmerston",NA,"2,657","868.3"
"OPP Wellington Detachment (Palmerston)","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Palmerston",NA,"2,657","868.3"
"OPP Wellington Detachment (Palmerston)","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Palmerston",NA,"2,657","868.3"
"OPP Wellington Detachment (Palmerston)","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Palmerston",NA,"2,657","868.3"
"OPP Wellington Detachment (Palmerston)","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Palmerston",NA,"2,657","868.3"
"OPP Wellington Detachment (Rockwood)","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Guelph/Eramosa",NA,"12,380","42.4"
"OPP Wellington Detachment (Rockwood)","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Guelph/Eramosa",NA,"12,380","42.4"
"OPP Wellington Detachment (Rockwood)","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Guelph/Eramosa",NA,"12,380","42.4"
"OPP Wellington Detachment (Rockwood)","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Guelph/Eramosa",NA,"12,380","42.4"
"OPP Wellington Detachment (Rockwood)","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Guelph/Eramosa",NA,"12,380","42.4"
"OPP Wellington Detachment (Rockwood)","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Guelph/Eramosa",NA,"12,380","42.4"
"OPP Wellington Detachment (Rockwood)","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Guelph/Eramosa",NA,"12,380","42.4"
"OPP Wellington Detachment (Rockwood)","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Guelph/Eramosa",NA,"12,380","42.4"
"OPP Wellington Detachment (Rockwood)","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Guelph/Eramosa",NA,"12,380","42.4"
"OPP West Parry Sound Detachment","2013-2014",1,NA,NA,1,NA,NA,NA,NA,NA,2014,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment","2012-2013",1,NA,NA,NA,NA,NA,1,NA,NA,2013,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment","2011-2012",1,NA,NA,NA,1,NA,NA,NA,NA,2012,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment","2010-2011",1,NA,NA,NA,NA,1,NA,NA,NA,2011,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment","2008-2009",1,NA,NA,NA,1,NA,NA,NA,NA,2009,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment","2007-2008",1,NA,NA,1,NA,NA,NA,NA,NA,2008,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment (Still River)","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment (Still River)","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment (Still River)","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment (Still River)","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment (Still River)","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment (Still River)","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment (Still River)","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment (Still River)","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Parry Sound","5,818","6,191","463.3"
"OPP West Parry Sound Detachment (Still River)","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Parry Sound","5,818","6,191","463.3"
"OPP Western Region Headquarters","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
"OPP Western Region Headquarters","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
"OPP Western Region Headquarters","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
"OPP Western Region Headquarters","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP Western Region Headquarters","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
"OPP Western Region Headquarters","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP Western Region Headquarters","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP Western Region Headquarters","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
"OPP Western Region Headquarters","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
"OPP Whitby Detachment","2013-2014",1,NA,NA,NA,NA,NA,1,NA,NA,2014,"Whitby","111,184","122,022","832.7"
"OPP Whitby Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Whitby","111,184","122,022","832.7"
"OPP Whitby Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Whitby","111,184","122,022","832.7"
"OPP Whitby Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Whitby","111,184","122,022","832.7"
"OPP Whitby Detachment","2009-2010",2,NA,NA,NA,NA,2,NA,NA,NA,2010,"Whitby","111,184","122,022","832.7"
"OPP Whitby Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Whitby","111,184","122,022","832.7"
"OPP Whitby Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Whitby","111,184","122,022","832.7"
"OPP Whitby Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Whitby","111,184","122,022","832.7"
"OPP Whitby Detachment","2005-2006",1,NA,NA,NA,1,NA,NA,NA,NA,2006,"Whitby","111,184","122,022","832.7"
"OPP White River Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"White River",NA,"607","6.3"
"OPP White River Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"White River",NA,"607","6.3"
"OPP White River Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"White River",NA,"607","6.3"
"OPP White River Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"White River",NA,"607","6.3"
"OPP White River Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"White River",NA,"607","6.3"
"OPP White River Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"White River",NA,"607","6.3"
"OPP White River Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"White River",NA,"607","6.3"
"OPP White River Detachment","2006-2007",1,NA,NA,NA,1,NA,NA,NA,NA,2007,"White River",NA,"607","6.3"
"OPP White River Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"White River",NA,"607","6.3"
"OPP Whitney Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"South Algonquin",NA,"1,211","1.4"
"OPP Whitney Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"South Algonquin",NA,"1,211","1.4"
"OPP Whitney Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"South Algonquin",NA,"1,211","1.4"
"OPP Whitney Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"South Algonquin",NA,"1,211","1.4"
"OPP Whitney Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"South Algonquin",NA,"1,211","1.4"
"OPP Whitney Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"South Algonquin",NA,"1,211","1.4"
"OPP Whitney Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"South Algonquin",NA,"1,211","1.4"
"OPP Whitney Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"South Algonquin",NA,"1,211","1.4"
"OPP Whitney Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"South Algonquin",NA,"1,211","1.4"
"OPP Winchester Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"North Dundas",NA,"11,225","22.3"
"OPP Winchester Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"North Dundas",NA,"11,225","22.3"
"OPP Winchester Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"North Dundas",NA,"11,225","22.3"
"OPP Winchester Detachment","2010-2011",1,NA,NA,NA,NA,1,NA,NA,NA,2011,"North Dundas",NA,"11,225","22.3"
"OPP Winchester Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"North Dundas",NA,"11,225","22.3"
"OPP Winchester Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"North Dundas",NA,"11,225","22.3"
"OPP Winchester Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"North Dundas",NA,"11,225","22.3"
"OPP Winchester Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"North Dundas",NA,"11,225","22.3"
